Accession	iXnos
AaCD00331182	1.16277136548506
AaCD00331183	1.09540860901078
AaCD00331184	1.09756125080803
AaCD00331185	1.11798220032174
AaCD00331621	0.876470804490594
AaCD00331622	0.860266223585134
AaCD00331623	0.904866777515572
AaCD00331624	0.852291411358745
AaCD00334887	1.09920753595626
AaCD00343391	1.07744954303824
AaCD00343815	0.945976856871556
AaCD00343816	0.817040024532394
AaCD00343817	0.833912452472323
AaCD00343818	0.853503817657537
AaCD00343819	0.833772480977799
AaCD00343820	0.829332273618764
AaCD00530801	0.875599424955582
AaCD00536236	0.943775679917708
AaCD00536509	1.08150428907491
AaCD00536510	1.05486997062939
AaCD00536511	1.09968595525539
AaCD00536512	1.11102605778461
AaCD00536513	1.11296417235522
AaCD00540113	0.72596594124011
AaCD00540114	0.76231180371333
AaCD00540115	0.833664819007807
AaCD00540519	1.2264458797629
AaCD00540520	1.13520327714777
AaCD00540521	1.21377140669688
AaCD00540522	1.14631317379205
AaCD00540523	1.14763288641155
AaCD00540524	1.15258505839257
AaCD00540525	1.18525308559305
AaCD00540526	1.14454167465258
AaCD00540782	0.717464135503283
AaCD00540783	0.901228039838405
AaCD00540914	0.795541229815007
AaCD00540915	0.848220827444318
AaCD00540916	1.02214564865706
AaCD00540917	0.860360290438077
AaCD00540918	0.994570490217794
AaCD00540919	0.859846758720386
AaCD00540920	1.01169838659656
AaCD00540921	0.871214863081314
AaCD00540945	1.19964891906793
AaCD00540947	1.1665688085978
AaCD00540948	1.18891857350541
AaCD00540949	1.18013394740545
AaCD00540950	1.1943077333542
AaCD00540951	1.19717657249879
AaCD00540952	1.20389147962195
AaCD00540953	1.19351777922718
AaCD00591520	0.937830767601489
AaCD00628066	0.855059886988212
AaCD00666018	0.834395016005237
AaCD00666030	0.894953070833171
AbCD00338224	0.868196500527647
AbCD00338225	0.868116635262867
AbCD00422928	0.814571477595244
AbCD00536428	0.71492221191508
AbCD00536429	0.731232102160864
AbCD00536430	0.824557019094786
AbCD00539648	1.11100036831168
AbCD00539650	1.12282455709752
AbCD00539651	1.07549456822035
AbCD00539652	1.1163710630346
AbCD00539653	1.10037611963448
AbCD00539654	1.12386539766812
AbCD00539655	1.11142595290119
AbCD00540181	1.09726289241645
AbCD00540207	0.712376489162606
AbCD00540208	1.06869437939667
AbCD00540209	0.719228822411774
AbCD00540210	1.09245328111414
AbCD00540211	0.711688177357752
AbCD00546496	0.717853762175088
AbCD00546497	0.837736408698581
AbCD00546498	0.837978897083441
AbCD00583997	0.745276842509926
AbCD00583998	0.903739817215807
AbCD00583999	0.920834336550652
AbCD00584000	0.904709849673802
AbCD00584001	0.92146731147867
AbCD00591547	0.952681792326522
AbCD00627881	0.873600182901534
AbCD00651803	0.965045629447927
AbCD00666019	0.774876220017082
AbCD00666252	0.790440328092849
AhCD00334885	1.33191330848732
AhCD00334886	1.30740144946796
AhCD00384690	1.15931909488753
AhCD00384691	1.20428885379453
AhCD00384692	1.19415212723123
AhCD00384693	1.19692990467001
AhCD00384694	0.863769551665289
AhCD00384695	1.20677879951566
AhCD00384696	1.13130643064949
AhCD00384697	0.94077653245256
AhCD00384698	0.95218266514076
AhCD00384699	0.921484314265275
AhCD00384700	1.21644502402808
AhCD00422921	1.34613175389906
AhCD00665997	1.19003506610977
ApCD00331280	0.773325577849316
ApCD00331281	0.752579626333196
ApCD00331570	1.04072263969232
ApCD00338223	0.679511769236757
ApCD00338413	1.54850236778936
ApCD00343865	1.0905484482196
ApCD00343866	1.11479820528686
ApCD00344007	0.852369776030206
ApCD00344008	0.776154663361323
ApCD00344009	1.02473001446892
ApCD00344010	1.26361399787315
ApCD00344011	1.0240506489376
ApCD00344379	1.1028587973181
ApCD00344380	1.05367967748185
ApCD00384921	1.15148588433612
ApCD00384922	1.15865955623632
ApCD00384923	1.20979057523752
ApCD00397435	1.12201904616914
ApCD00422969	1.04692971811728
ApCD00423453	1.17726439870395
ApCD00423459	1.22159568154543
ApCD00531239	1.15145609000092
ApCD00536516	0.98033750034481
ApCD00536517	0.992743303488694
ApCD00536518	1.09476319243621
ApCD00540576	0.887562482448653
ApCD00590316	0.720332739970605
ApCD00590317	0.885108927450153
ApCD00590318	0.846166318934751
ApCD00590319	1.019450277135
ApCD00590320	1.14599095795762
ApCD00591410	1.18212678371837
ApCD00591424	1.1404084478734
ApCD00598808	1.13904063752051
ApCD00666054	1.14305910395276
ApCD00666055	1.1418339661533
ApCD00666084	0.9798933617293
ApCD00666085	0.964988357938147
ApCD00666086	1.22939065325871
ApCD00670577	0.993909472118596
AsCD00331600	0.870469032895802
AsCD00331601	0.861110688785095
AsCD00331602	0.932903594179599
AsCD00331603	0.97559042993052
AsCD00331604	0.964414212988167
AsCD00331605	0.924659736560148
AsCD00331660	0.897450774590421
AsCD00331704	1.01738139479907
AsCD00331705	1.02611244996382
AsCD00331706	1.06564193159032
AsCD00332009	1.04079318143822
AsCD00332010	1.03403486379357
AsCD00332011	1.01647481476646
AsCD00334915	0.976217694576676
AsCD00334916	0.894274651858075
AsCD00336890	0.968240515709304
AsCD00338480	1.06676623702159
AsCD00338686	0.926202562826137
AsCD00338687	0.682460232974037
AsCD00338689	0.685971429103648
AsCD00338691	0.708158622877768
AsCD00338692	0.954901359567038
AsCD00338695	0.734671351066324
AsCD00338696	0.737742451783254
AsCD00338698	0.784978021634061
AsCD00338699	1.08554359415203
AsCD00338700	0.857998471973251
AsCD00338704	0.866111285149016
AsCD00338710	0.896313710930453
AsCD00338714	0.941783395913628
AsCD00338715	0.914493679982057
AsCD00338717	1.05456118512806
AsCD00338918	0.862716224991463
AsCD00338919	0.790611696716518
AsCD00338920	0.811753994036318
AsCD00339415	0.896688383120355
AsCD00339416	0.891665339566136
AsCD00339615	1.00430594544944
AsCD00341381	0.932880873705353
AsCD00342880	1.07790163089714
AsCD00342881	0.975637046070172
AsCD00342882	1.019705469512
AsCD00342883	1.00322086808849
AsCD00344185	0.865078721050898
AsCD00344186	0.834896182317737
AsCD00344187	0.843789028887893
AsCD00344363	1.01434005759334
AsCD00344364	0.910573027926195
AsCD00344681	0.694393648347301
AsCD00344682	0.94068978220362
AsCD00344683	0.778019559655649
AsCD00344684	1.02297991495026
AsCD00344685	0.758976086104042
AsCD00344686	0.929658003651585
AsCD00344687	0.765363918190104
AsCD00384953	0.954842973065257
AsCD00384954	1.05228585244596
AsCD00384955	0.973931359505361
AsCD00384956	1.05632052991697
AsCD00384957	1.06841584344761
AsCD00384958	0.997935208488048
AsCD00384959	0.907260972048318
AsCD00423039	0.975148468823871
AsCD00423144	0.985766318971387
AsCD00423316	1.01700801730219
AsCD00423319	1.02734070988075
AsCD00423322	1.12738860785994
AsCD00423323	1.00091568051005
AsCD00530892	1.08376593134491
AsCD00530928	0.949213372591347
AsCD00531063	0.869761452149876
AsCD00531064	0.933790896641174
AsCD00531065	0.932631778383926
AsCD00531236	0.90607313373271
AsCD00531237	0.988020777517879
AsCD00531238	0.86831827261104
AsCD00531240	1.09691980851488
AsCD00536192	0.89193038677421
AsCD00536193	1.01511909382498
AsCD00536194	1.00152244062917
AsCD00540017	0.941921853339593
AsCD00540018	0.923428487816472
AsCD00540019	1.02607808888858
AsCD00540020	1.00432310656925
AsCD00540922	0.973400215414388
AsCD00540923	0.956657002941028
AsCD00540988	0.908937403629616
AsCD00540989	1.03652765441617
AsCD00546505	0.796715688111766
AsCD00546506	0.804504032626231
AsCD00546507	0.838752707384791
AsCD00546586	1.12482481473486
AsCD00590202	0.982420056634408
AsCD00590203	0.951116072157903
AsCD00590205	0.990384558662541
AsCD00590206	0.968098221585369
AsCD00590207	0.957973221872794
AsCD00590208	1.01953372718372
AsCD00591106	0.967153177656645
AsCD00591107	1.00150994722699
AsCD00591108	1.12937573701981
AsCD00591109	0.94326435557409
AsCD00591110	0.965657164830091
AsCD00591111	0.925799990535221
AsCD00591112	1.14747454543755
AsCD00591113	0.934431429721725
AsCD00591114	0.976176545066458
AsCD00591115	0.970200303296503
AsCD00627977	0.993803589547185
AsCD00628074	1.02143924946254
AsCD00665962	1.05303274692919
AsCD00665966	0.998225241414152
AsCD00666016	0.979823573932858
AsCD00666191	0.854697093134477
AsCD00666259	1.06443737645238
AtCD00331176	1.02701656076602
AtCD00331177	1.01797428197706
AtCD00331178	1.02093719977208
AtCD00331179	0.978169129695207
AtCD00331180	0.994573571280709
AtCD00331181	0.99376502249689
AtCD00331861	1.01212875405685
AtCD00334693	0.953498198672949
AtCD00334694	1.18604864503896
AtCD00334695	0.972691437239394
AtCD00334884	1.26487379406742
AtCD00334992	0.866471746211152
AtCD00334993	1.12967314478709
AtCD00334995	1.0971229990065
AtCD00334996	0.820767085170979
AtCD00334997	0.961785999380921
AtCD00334998	1.21957854104171
AtCD00334999	0.943075982022642
AtCD00335000	0.943108354364294
AtCD00335001	0.917945636977829
AtCD00335002	0.959703862793333
AtCD00335003	1.04017564261883
AtCD00335004	1.07109163133646
AtCD00335005	0.993319130829877
AtCD00335006	1.06507313759181
AtCD00335008	1.1150662541309
AtCD00335009	1.22520221825758
AtCD00335010	0.876612823753159
AtCD00335011	1.22352356616494
AtCD00335013	1.26210353379724
AtCD00335014	1.262322675186
AtCD00335015	1.11986331642574
AtCD00338281	0.936816676969479
AtCD00338823	1.05775411639873
AtCD00338824	1.06040059459769
AtCD00338825	1.01683963986777
AtCD00338826	1.09417336539018
AtCD00338827	1.11919746618247
AtCD00338828	1.08396744723495
AtCD00338829	1.10663392081385
AtCD00338830	0.983994983076125
AtCD00339954	0.986407221760223
AtCD00339955	0.983994562520505
AtCD00342753	0.980924119392857
AtCD00342754	1.1468764036614
AtCD00342755	1.09286892711416
AtCD00342756	1.13135994334403
AtCD00342757	0.944510877235258
AtCD00342758	1.0480664457257
AtCD00344152	0.964135031521821
AtCD00344153	1.12750663630526
AtCD00344154	1.00404716357239
AtCD00344155	0.933686584850774
AtCD00344156	1.02738740687674
AtCD00384890	1.09216802739287
AtCD00397356	1.14267883460866
AtCD00397357	1.14471138459776
AtCD00422860	1.00742160380457
AtCD00423055	0.987137050713655
AtCD00423056	0.865702547102175
AtCD00423057	0.917470801235584
AtCD00423058	1.00345537310659
AtCD00423064	0.976436473551553
AtCD00423303	0.980469789195137
AtCD00423306	1.2456076136867
AtCD00423307	1.20254769054091
AtCD00423309	1.19650635456696
AtCD00423428	1.09306529345539
AtCD00423429	0.967635154775572
AtCD00423430	1.12920203366698
AtCD00423431	1.04393565622569
AtCD00423432	1.08606589917676
AtCD00423433	1.12152777471792
AtCD00423434	0.991259987375496
AtCD00423443	1.11318058501186
AtCD00530824	1.02557202372725
AtCD00530858	1.09330452328101
AtCD00531261	1.043263980704
AtCD00531262	1.28807330524104
AtCD00531263	0.991067328387191
AtCD00531264	0.976470925495713
AtCD00536203	1.21065219571803
AtCD00536204	1.05689136856438
AtCD00536205	1.21486193430916
AtCD00536206	1.16438759576021
AtCD00536207	1.22024613800685
AtCD00536208	1.11762589742989
AtCD00536209	1.16200521903161
AtCD00536210	1.13133146857042
AtCD00536211	1.11725210181725
AtCD00536212	1.01516876010769
AtCD00536213	1.15448324582479
AtCD00536214	1.13684886456151
